"","Test","LogLik_Null","LogLik_Full","Df","Chisq","PValue","Sig","adjusted_p_value","Sig_adj"
"1","Fisher",-49.7957710785902,-45.87044250415,1,7.85065714888047,0.00508022378596355,"**",0.00508022378596355,"**"
