"","Test","LogLik_Null","LogLik_Full","Df","Chisq","PValue","Sig","adjusted_p_value","Sig_adj"
"1","Shannon",8.88328311401229,10.4159330867643,1,3.06529994550393,0.0799804007937877,"",0.0799804007937877,""
