"","Test","LogLik_Null","LogLik_Full","Df","Chisq","PValue","Sig","adjusted_p_value","Sig_adj"
"1","Chao1",-82.3454110171923,-76.8504287089531,1,10.9899646164785,0.000916065596259956,"***",0.000916065596259956,"***"
